CustomerID,Name,Age,Gender,EducationQualification,MonthlyEarning,MonthlyExpenditure,EmploymentStatus,EmploymentDuration,RentPaymentHistory,UtilityPaymentHistory,IncomeToExpenditureRatio,CreditPaymentHistory,CreditCardLimitUsage,CreditMix,CreditHistoryLength,InsuranceConsistency,NewCredit,CreditScore
cdba8621-da62-4307-9753-ba9908087cc4,Jessica Turner,50,Male,PhD,5231,3479.18,Part-Time,6-12 months,Fair(80-70% on-time),Excellent (100% on-time),1.5,3-5 Late Payments in Last 12 Months,0.17535,Credit Card + One Loan Type,6-12 Months,All Active and Paid On Time,52,61.1
d0013b99-2fc2-4f20-a3ba-24b1408eff3d,Jonathan Hernandez,61,Male,Diploma,12714,6815.83,Full-Time,1-2 years,Good (90-80% on-time),Good (90-80% on-time),1.87,3-5 Late Payments in Last 12 Months,0.46299,Only Loans,5-10 Years,All Active and Paid On Time,40,60.15
f76ffc87-a888-4750-b6a8-31c77f63d2b6,Christopher Edwards,48,Female,Diploma,15182,13343.37,Unemployed,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.14,3-5 Late Payments in Last 12 Months,0.14131,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,69,58.87
dcd1ad00-b58a-4ffc-88a2-2fe065c1e162,Lisa Farley,28,Male,High School,2253,1448.7,Full-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.56,1-2 Late Payments in Last 12 Months,0.60448,Only Credit Card,<6 Months,Some Regular Policies,17,52.99
d0d70956-2205-4294-b319-c9c052d61c9a,Jonathan Kelly,21,Male,PhD,4208,3630.13,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.16,Defaulted/Collection,0.23106,Only Credit Card,1-3 Years,Irregular Payments/Expired,79,43.17
b517272d-f779-4643-beca-c08c53b04133,Karla Moreno,35,Male,Graduate,9204,2803.12,Full-Time,2-5 years,Excellent (100% on-time),Poor(<70% on-time),3.28,3-5 Late Payments in Last 12 Months,0.5944,Only Credit Card,3-5 Years,Irregular Payments/Expired,72,49.97
f543c14d-5095-4881-a88d-37de6c1f0650,Patricia Cherry,21,Male,Graduate,14276,9188.07,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.55,Always On Time,0.94662,No Credit,1-3 Years,No Insurance,19,50.49
de3e0557-910a-460d-8063-3a98ea5dc3de,Colton Dickerson,66,Female,PhD,3686,2691.93,Unemployed,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.37,Always On Time,0.92092,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,85,56.4
de823285-01e7-40a0-af18-2049b329b6a4,Alyssa Franklin,51,Male,Diploma,10820,8083.06,Self-Employed,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.34,3-5 Late Payments in Last 12 Months,0.20046,Credit Card + One Loan Type,1-3 Years,All Active but One Missed Renewal,19,64.23
402758b2-f44c-4255-aa07-a49fc8803bae,Kimberly Phillips DDS,46,Female,Graduate,6352,5354.65,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.19,6+ Late Payments in Last 12 Months,0.09919,Only Credit Card,5-10 Years,All Active and Paid On Time,68,57.36
e0222432-7ca5-4928-97dd-06916a71efda,Julie Garcia,41,Female,Below High School,4230,1280.17,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),3.3,3-5 Late Payments in Last 12 Months,0.04266,Only Credit Card,6-12 Months,All Active and Paid On Time,37,66.49
0ac22e6d-25ee-42db-95a5-7ad7fd05bd92,Jennifer Garcia,39,Male,High School,13006,3904.38,Full-Time,1-2 years,Excellent (100% on-time),Poor(<70% on-time),3.33,Always On Time,0.8285,Only Credit Card,6-12 Months,All Active and Paid On Time,76,53.71
8345d6d3-3d72-4c0e-a3ed-6309e25c2f4a,Mary Walter,19,Male,Postgraduate,14434,8420.19,Self-Employed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.71,Always On Time,0.24931,No Credit,5-10 Years,All Active and Paid On Time,6,76.06
4721fbe9-f502-4e2a-becf-c2269a9a9f1b,Stephanie Franco,61,Female,Postgraduate,15498,4921.8,Unemployed,5+ years,Fair(80-70% on-time),Excellent (100% on-time),3.15,3-5 Late Payments in Last 12 Months,0.28394,Only Credit Card,<6 Months,All Active but One Missed Renewal,25,58.12
2e361846-b885-4367-b3c7-024de84543c7,Joseph Galloway,23,Female,Diploma,11835,10470.66,Part-Time,6-12 months,Good (90-80% on-time),Good (90-80% on-time),1.13,Always On Time,0.22625,Only Credit Card,10+ Years,Some Regular Policies,47,67.2
025c9425-c557-43d3-89d7-cc9c6af98a8b,Matthew Jones,59,Female,Diploma,10989,4760.86,Full-Time,5+ years,Poor(<70% on-time),Good (90-80% on-time),2.31,1-2 Late Payments in Last 12 Months,0.84008,Credit Card + One Loan Type,3-5 Years,Some Regular Policies,71,52.89
57cc6c2a-b61c-47e8-9c58-a3bea1ac78c9,Travis Hughes,42,Female,Graduate,10774,6287.69,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.71,3-5 Late Payments in Last 12 Months,0.9789,Only Loans,5-10 Years,Some Regular Policies,62,48.26
56516ab6-5f7e-4e7d-9d68-9315ccda78e2,Reginald Roach,38,Male,Below High School,6272,2111.67,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.97,Always On Time,0.75519,Only Loans,3-5 Years,No Insurance,95,55.38
c5857b6b-7b98-4c6e-9ac6-e2bf00b36478,Kathy Odonnell,33,Female,Diploma,9543,5852.04,Full-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.63,1-2 Late Payments in Last 12 Months,0.82358,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,56,60.9
33a37a74-8046-4354-b822-58a7d306e664,Terry Tucker,48,Female,Diploma,2830,1494.17,Full-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.89,1-2 Late Payments in Last 12 Months,0.6205,Only Credit Card,1-3 Years,All Active but One Missed Renewal,30,57.02
ae2bcab8-551f-44f7-a5d6-9a97360824da,Nicholas Martin,31,Female,Diploma,9954,3252.93,Unemployed,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),3.06,1-2 Late Payments in Last 12 Months,0.52877,Only Credit Card,3-5 Years,Irregular Payments/Expired,43,57.99
be7a38c6-bc8e-4e55-9b97-151da89e4fa6,Michael Bennett,56,Female,Postgraduate,15632,7832.8,Part-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),2,3-5 Late Payments in Last 12 Months,0.72158,Only Credit Card,3-5 Years,All Active and Paid On Time,8,57.05
640445a1-87e7-499b-8600-8f33814671a1,Allison Gardner,45,Male,Diploma,14256,7624.99,Self-Employed,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.87,6+ Late Payments in Last 12 Months,0.03576,Only Loans,10+ Years,All Active and Paid On Time,12,69.85
972a355c-fe5e-4b1c-875b-2fe1e3bbeeb7,Jerry Anderson,49,Male,High School,2789,2493.23,Full-Time,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),1.12,3-5 Late Payments in Last 12 Months,0.0614,Credit Card + Multiple Loan Types,<6 Months,Irregular Payments/Expired,52,57.85
32586047-9cba-4eda-ad34-3b0f9cca6d2a,Ashlee Carr,45,Male,Graduate,11714,4975.31,Full-Time,5+ years,Good (90-80% on-time),Poor(<70% on-time),2.35,Always On Time,0.68727,Credit Card + Multiple Loan Types,<6 Months,Some Regular Policies,98,55.28
bb3494d1-f327-43ef-850b-d5b96f581316,Wendy Ramos,68,Female,Postgraduate,12186,7639.01,Part-Time,1-2 years,Poor(<70% on-time),Good (90-80% on-time),1.6,6+ Late Payments in Last 12 Months,0.33507,Only Loans,3-5 Years,Some Regular Policies,24,51.18
f6d20b48-7477-4444-8a17-c5acccdf1d3e,Andrew Brown,66,Female,Diploma,6526,5823.73,Unemployed,5+ years,Poor(<70% on-time),Excellent (100% on-time),1.12,3-5 Late Payments in Last 12 Months,0.48883,Only Loans,1-3 Years,All Active but One Missed Renewal,78,46.15
4a4a1b64-8c10-43d4-974a-25a0b81768f8,Justin Smith,26,Male,High School,11172,8660.66,Part-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.29,Defaulted/Collection,0.78199,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,37,47.44
74d90398-c17a-408e-bf2d-a31889ee49ed,Sarah Dyer,62,Male,Diploma,11534,10334.7,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.12,Defaulted/Collection,0.57716,Only Loans,6-12 Months,All Active and Paid On Time,3,44.85
0496122f-5525-40d1-88d4-0d840b653f5f,Terry Andersen,39,Female,Postgraduate,2633,2319.62,Unemployed,2-5 years,Excellent (100% on-time),Poor(<70% on-time),1.14,1-2 Late Payments in Last 12 Months,0.80526,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,16,60.57
f70fdc0c-a085-4f47-96dd-b15968473103,Amanda Wilkins,49,Male,Graduate,11479,6815.35,Full-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.68,Defaulted/Collection,0.41916,Only Loans,1-3 Years,Some Regular Policies,62,44.14
d45d91e1-7979-4bb2-9013-8f7ecab5e9f3,Stephanie Ferguson,22,Female,Postgraduate,16110,11564.17,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.39,1-2 Late Payments in Last 12 Months,0.28742,No Credit,<6 Months,All Active but One Missed Renewal,23,58.72
76aac248-edd6-4dd7-aad0-9369e0d3f7c1,Jason Flynn,40,Female,PhD,9535,3492.35,Self-Employed,6-12 months,Excellent (100% on-time),Poor(<70% on-time),2.73,Always On Time,0.23484,Credit Card + Multiple Loan Types,10+ Years,Some Regular Policies,85,76.23
9267e278-9bd7-49be-a265-eddaea02cc7d,Tabitha Ellis,22,Female,Postgraduate,1680,948.68,Part-Time,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),1.77,Always On Time,0.13168,Only Credit Card,5-10 Years,All Active and Paid On Time,37,74.57
d5b5984b-50af-4b53-ac4f-98383b1f3a0d,Brandy Brown,59,Female,Graduate,10001,7854.9,Full-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.27,1-2 Late Payments in Last 12 Months,0.0368,Credit Card + One Loan Type,5-10 Years,Some Regular Policies,23,76.27
43c36988-7303-4257-b90f-f1c09744ceb0,Benjamin Forbes,49,Female,Graduate,7416,4473.34,Part-Time,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.66,3-5 Late Payments in Last 12 Months,0.05315,Only Credit Card,3-5 Years,No Insurance,78,53.37
da2777af-a6ed-4e6b-a43a-35624cdf5063,Jennifer Henderson,27,Female,Below High School,2523,1820.65,Part-Time,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),1.39,Defaulted/Collection,0.271,Credit Card + Multiple Loan Types,<6 Months,All Active but One Missed Renewal,16,48.67
ab1e5fcf-3abe-4cc1-9115-a0ca09e8ede2,Elizabeth Flores,56,Male,PhD,2185,1633.18,Unemployed,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.34,1-2 Late Payments in Last 12 Months,0.27841,Only Credit Card,1-3 Years,Some Regular Policies,95,52.38
65126fe3-410f-41df-945e-49c7e78579d2,Stacey Alvarez,32,Male,Diploma,8715,3939.89,Full-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.21,3-5 Late Payments in Last 12 Months,0.38178,Only Credit Card,5-10 Years,All Active but One Missed Renewal,24,62.01
3aae37b5-87de-42ea-8118-d2a543ef0542,Courtney Johnson,24,Male,High School,5903,4872.45,Full-Time,5+ years,Good (90-80% on-time),Poor(<70% on-time),1.21,6+ Late Payments in Last 12 Months,0.59162,Only Loans,6-12 Months,All Active and Paid On Time,82,38.46
d24e4a96-f3b6-45ae-b8c7-f2360a6119f6,Mr. Ryan Lewis MD,46,Female,Graduate,15238,8775.46,Part-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.74,1-2 Late Payments in Last 12 Months,0.7593,Only Loans,3-5 Years,All Active and Paid On Time,52,55.55
00937ba0-65a0-4e43-bd2d-ca8673020b26,Maria Cook,64,Male,Diploma,4416,1881.71,Self-Employed,1-2 years,Fair(80-70% on-time),Good (90-80% on-time),2.35,Always On Time,0.19771,Credit Card + One Loan Type,10+ Years,All Active and Paid On Time,74,76.53
137ba9ec-f569-4392-8c3a-3ed86e152f71,Daisy Rodriguez,20,Female,Graduate,15476,12678.71,Self-Employed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.22,6+ Late Payments in Last 12 Months,0.75925,Credit Card + One Loan Type,5-10 Years,All Active but One Missed Renewal,14,54.63
8906a4e2-460c-4c89-8da4-0209cd698214,Shawn Fox,36,Female,Graduate,16082,8856.22,Unemployed,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),1.82,3-5 Late Payments in Last 12 Months,0.13899,Only Credit Card,1-3 Years,All Active but One Missed Renewal,21,60.01
f09e64ef-8bea-4f03-a645-3b43d07e22a1,Dustin Woodard MD,27,Female,Graduate,5662,4247.56,Contract,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.33,6+ Late Payments in Last 12 Months,0.98869,Only Credit Card,1-3 Years,Some Regular Policies,20,37.46
de590698-8072-4ee2-842f-14df6ab075bd,Katelyn Sampson,45,Female,Postgraduate,7656,4814.24,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.59,3-5 Late Payments in Last 12 Months,0.28503,Only Loans,3-5 Years,All Active and Paid On Time,13,66.28
c44ba50d-cb6c-4a6e-bb95-8291f3dd69d1,Mark Gonzales,46,Male,Diploma,10958,5798.13,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.89,Always On Time,0.83734,Only Loans,5-10 Years,All Active but One Missed Renewal,26,64.27
c4d6afc4-4e63-44bc-89b9-f6c0a3d853ec,Diane Jackson,32,Male,Graduate,5849,4596.88,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.27,Always On Time,0.19047,Credit Card + Multiple Loan Types,3-5 Years,Some Regular Policies,84,73.17
7f2382b5-0d1b-493b-a9ce-f59399a9a788,Sara Barnett,52,Male,Graduate,15827,10298.34,Self-Employed,1-2 years,Fair(80-70% on-time),Poor(<70% on-time),1.54,Always On Time,0.95064,Only Loans,5-10 Years,All Active but One Missed Renewal,75,51.39
88ba1f6f-36a2-4607-9486-6e3cfd267a93,Chad Castillo,23,Female,Graduate,15250,8148.64,Unemployed,Less than 6 months,Good (90-80% on-time),Fair(80-70% on-time),1.87,Always On Time,0.82663,Credit Card + Multiple Loan Types,6-12 Months,Some Regular Policies,31,56.1
c798c498-499d-4830-8d67-6a99a94a3567,Tracie King,29,Male,Postgraduate,2040,746.15,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.73,6+ Late Payments in Last 12 Months,0.35939,Only Credit Card,1-3 Years,All Active and Paid On Time,37,56.13
ecf60826-3c1e-4ac4-9af0-9b921da9c3c5,Brian Cherry,64,Male,Diploma,4768,3992.09,Self-Employed,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.19,3-5 Late Payments in Last 12 Months,0.42147,Credit Card + Multiple Loan Types,1-3 Years,Some Regular Policies,73,54.76
b9c8ddd8-8f8d-4ef2-a397-3de4fd414341,Darrell Aguirre,55,Male,Graduate,3149,1011.72,Part-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),3.11,Always On Time,0.00384,Only Credit Card,<6 Months,All Active but One Missed Renewal,82,70.03
a7f655fb-8b89-43fd-ad5f-62b0541e4d9c,Sean Woods,30,Female,High School,12606,10310.6,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.22,1-2 Late Payments in Last 12 Months,0.25143,Credit Card + One Loan Type,6-12 Months,Some Regular Policies,42,63.58
6df3be7a-af61-4ae1-83a3-5aed33440c51,Andrew Parker,46,Male,PhD,15684,8092.58,Full-Time,5+ years,Fair(80-70% on-time),Good (90-80% on-time),1.94,3-5 Late Payments in Last 12 Months,0.2893,Only Loans,1-3 Years,Irregular Payments/Expired,74,53.21
3edf665f-a597-4064-942a-965f1465b466,Thomas Meyer,36,Female,Diploma,9089,6213.27,Full-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.46,Always On Time,0.45274,Credit Card + Multiple Loan Types,<6 Months,Some Regular Policies,57,64.96
197634e5-054b-4fbb-bad8-66baf252f8f9,Jennifer Prince,20,Male,Postgraduate,13418,11449.85,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.17,Always On Time,0.13905,Only Credit Card,6-12 Months,All Active but One Missed Renewal,99,63.99
bb23e712-bfd9-4996-ae5b-6379213fa67b,Evelyn Cole,25,Female,Below High School,9850,3851.59,Part-Time,1-2 years,Poor(<70% on-time),Excellent (100% on-time),2.56,1-2 Late Payments in Last 12 Months,0.47877,Credit Card + One Loan Type,1-3 Years,All Active but One Missed Renewal,69,58.64
4ad5433b-a84f-4cf1-ab45-11214218f371,James Wilson,25,Male,Diploma,7851,5025.98,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.56,1-2 Late Payments in Last 12 Months,0.66847,Credit Card + One Loan Type,1-3 Years,All Active but One Missed Renewal,74,56.39
296fc0d7-6a63-4a6b-81d0-d034abfbcc17,Karla Bates,37,Male,Graduate,14029,10643.24,Self-Employed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.32,Defaulted/Collection,0.37128,Credit Card + One Loan Type,6-12 Months,All Active and Paid On Time,84,45.71
baaa58f6-343f-45d0-ad2b-c99de7eca309,Grace Martinez,64,Male,Postgraduate,16302,12300.68,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.33,Defaulted/Collection,0.2322,Only Loans,10+ Years,No Insurance,14,55.11
c3dd1d6a-18fc-4899-9c86-a6f929f5d43d,Mary Turner,21,Female,Graduate,3898,2398.75,Part-Time,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.63,1-2 Late Payments in Last 12 Months,0.54772,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,37,59.9
ff75659e-4f3a-4530-89ed-6369ee869beb,Justin Henderson,68,Male,PhD,8639,5829.97,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.48,1-2 Late Payments in Last 12 Months,0.029,Only Credit Card,3-5 Years,Some Regular Policies,49,68.83
a396fc57-8c76-460f-b109-e9718ad57402,Leonard Armstrong,38,Male,Graduate,2040,1539.21,Full-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.33,3-5 Late Payments in Last 12 Months,0.34084,Only Credit Card,<6 Months,All Active and Paid On Time,15,56.96
27d3584c-fb99-4c3e-9383-883b118f1972,Joel Taylor,20,Female,Graduate,13348,10740.02,Unemployed,5+ years,Good (90-80% on-time),Poor(<70% on-time),1.24,Always On Time,0.52759,Only Credit Card,1-3 Years,Some Regular Policies,36,55.85
efe5f873-da60-414c-9f16-bfe5df8b6c1c,Kaitlyn Nelson,62,Female,High School,7035,5326.11,Full-Time,5+ years,Good (90-80% on-time),Fair(80-70% on-time),1.32,Always On Time,0.33584,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,69,63.36
10e436c9-3d53-4dee-b41e-2e7c00da1e3f,Alexander Edwards,25,Female,Postgraduate,7676,3933.21,Unemployed,6-12 months,Good (90-80% on-time),Fair(80-70% on-time),1.95,Always On Time,0.34543,Only Credit Card,1-3 Years,No Insurance,25,60.11
c229a415-cb5f-4951-8534-f723c75694ac,Ashley Black,40,Female,Diploma,8439,7578.52,Full-Time,Less than 6 months,Fair(80-70% on-time),Excellent (100% on-time),1.11,Always On Time,0.8483,Only Credit Card,6-12 Months,All Active but One Missed Renewal,48,49.63
2dd10250-f713-47f8-8522-11a8f1c1d53b,Thomas Hall,33,Male,Postgraduate,13258,7433.78,Part-Time,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.78,Always On Time,0.93399,Credit Card + Multiple Loan Types,6-12 Months,All Active and Paid On Time,14,63.37
56685b02-7387-4896-83d0-81781d05ddbf,Joshua Robinson,30,Male,PhD,6800,2139.82,Full-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),3.18,3-5 Late Payments in Last 12 Months,0.82739,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,11,61.89
d5cf18c2-c418-4fea-801e-59011f16a10e,Chad Harris,20,Female,PhD,3426,1773.2,Full-Time,6-12 months,Good (90-80% on-time),Fair(80-70% on-time),1.93,Always On Time,0.09887,Credit Card + One Loan Type,<6 Months,All Active and Paid On Time,37,72.39
82c273a9-771d-4808-88db-039cc78fc57d,Nicole Warren,65,Male,Graduate,2632,991.39,Part-Time,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),2.65,Always On Time,0.28974,Only Loans,6-12 Months,Irregular Payments/Expired,73,61.62
9d47172c-ab01-4101-bb32-aadb1f41c851,Hunter Ibarra,26,Female,Graduate,7310,2725.65,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.68,3-5 Late Payments in Last 12 Months,0.71129,Credit Card + One Loan Type,5-10 Years,All Active but One Missed Renewal,53,60.29
5b33cb3f-1551-4ef5-8916-54e6473eb4b1,Jonathan Fisher,31,Male,Postgraduate,15042,7053.51,Full-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),2.13,3-5 Late Payments in Last 12 Months,0.97439,Only Loans,6-12 Months,No Insurance,63,38.65
2d28746a-5a6d-4285-978f-48ebc9fbe7f1,Stephanie Bird,30,Female,High School,10721,3559.64,Part-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),3.01,Always On Time,0.24228,No Credit,<6 Months,All Active and Paid On Time,40,65.45
8b991282-3075-49af-8e7d-765b634c25ea,Isaac Watson,24,Male,Graduate,5382,3837.94,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.4,6+ Late Payments in Last 12 Months,0.89821,Only Loans,<6 Months,Irregular Payments/Expired,59,34.82
04aa8f68-b9ae-4292-8012-1516f1e7a280,Justin Hansen,32,Female,Below High School,16444,5663.2,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.9,3-5 Late Payments in Last 12 Months,0.73901,Only Loans,10+ Years,All Active and Paid On Time,48,58.02
cdeb8ab9-9ece-4b21-a9f4-07eee9320c6a,John Howe,24,Female,Graduate,5554,2343.64,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.37,1-2 Late Payments in Last 12 Months,0.98345,Only Credit Card,<6 Months,No Insurance,40,42.85
